Video,Frame,Keyframe_Type,Elbow_Angle,Femur_Angle,R_Toe_Y_Norm,L_Toe_Y_Norm,L_Heel_Y_Norm,L_Ankle_X_Norm,L_Ankle_Y_Norm,HorizAlign_ShoulderWrist,VertAlign_SternumWrist,Trunk_Lean_Angle,Norm_Stride,Stride_Length,UpperArm_Compression
Piper Bresnahan,425,Release,0.3288736146786523,90.38228749616623,6.316560278841083,6.381711964031305,6.298066160899913,9.37802536840821,6.1826135183143665,1.2913358888874698,0.3534226557490258,13.384699858689377,1.7126452322016041,202.86148280864282,84.42925645368213
Piper Bresnahan,422,Connection,18.393351065560545,88.38395632374365,6.168781779033246,6.209896687276534,6.121468897536693,9.09962723721687,6.0079668661807215,1.1627929333833764,1.6933423219266819,21.930256456987074,1.7602660255556575,215.1103528722533,77.25688037901983
Piper Bresnahan,408,FootPlant,140.8517698484553,61.23054737634919,4.832767345253286,4.842907901165733,4.766737538823299,7.159901396633347,4.67342327563111,0.7413050647190825,1.1118083951739108,33.6703729247474,1.7500516442642897,269.5377253040421,71.17019499962333
Piper Bresnahan,402,CirclePeak,163.95874261025895,54.775178159330146,4.629159691518512,4.357910953419423,4.387462740557954,6.616013036743349,4.277680349244772,0.8196289433656481,0.11708473872525399,31.31628313655411,1.693569539736504,273.65177106489017,72.57225490169279
Piper Bresnahan,416,ThreeQuarterArmCircle,75.34065585020086,72.41495135848272,5.53484400059211,5.5286838837540175,5.473203703895766,8.140807459669288,5.370015264757268,0.04089851812112429,2.0477592640629565,34.218856489033016,1.6718032468041106,228.28425855193854,75.92081436552536
Piper Bresnahan,492,MaxKneeLift,44.33937650885412,162.56645037447666,5.015004362735326,5.069764829310773,4.988075190110368,7.646505177020388,4.855479950885451,0.637228504565819,6.9921232287304225,7.498427788329991,1.4098944979950427,213.28552724309998,77.05334752828718
SarahBrody,742,LiftOff,13.225069411042963,103.78126914756734,4.65843096855669,4.70226229810744,4.628436553517779,2.527790617372805,4.509978204568486,0.9984790072095815,5.466296344562455,4.533092545740405,1.382921683978015,211.75947566206824,91.1504451343191
SarahBrody,1006,Release,6.55692751240369,87.19072783029762,5.463846310313723,5.596315853288423,5.498350454530629,8.574065669058127,5.366651222276968,1.1895634100913692,0.04346903887552235,14.935872030939707,1.5804262825577107,204.31604550743054,83.22790151473765
SarahBrody,1151,MaxKneeLift,16.68684493858801,164.3701221480269,5.238089905435204,5.226085864573015,5.070448477601422,7.929568546748396,4.999147220642134,0.5547655372181962,8.260914067019714,3.9278934342085936,1.5088623860198218,207.2947009468216,70.73004903209893
SarahBrody,972,FootPlant,144.73905916500607,76.92499899655554,4.269850064887626,4.086857712688074,4.153689269960266,6.454249000655213,4.0378999220115475,0.7221235592943432,1.2672252302148086,34.49796479515111,1.4675846855649892,245.1812385069313,66.77893397559501
SarahBrody,956,CirclePeak,158.94799597669197,59.181068178523624,4.284960368440569,3.8561916504920517,3.80935855333355,6.419576933587081,3.7622580219499673,0.8038936739471686,0.3986612890347384,32.27450574693373,1.5279712558032768,251.2018086435027,76.40884305580546
SarahBrody,986,ThreeQuarterArmCircle,88.34482550750674,78.87011105252847,4.801557582957142,4.824954193188201,4.8165746926716455,7.43476039937034,4.699922894929963,0.0889177570424865,2.5823372722763196,28.547948336729824,1.5387794890439443,229.05968310094065,74.43628934333486
SarahBrody,1001,Connection,19.686491696024618,83.84105286174275,5.508427260179712,5.630231198870061,5.565084161941821,8.642323260369286,5.427346695693114,1.1882562603366478,1.3251948546354364,24.29339431119663,1.6065766421964796,205.60677297480265,79.76014919713238
ScarletThompsom,5,LiftOff,30.433386897091015,110.90344648678614,4.990275823742027,5.069724467400975,5.08747819638623,2.6121759238248123,4.960639606922696,0.6958936420362541,1.721149125989798,3.2881526426531638,1.5185995680274516,228.32301408633265,79.93264937952239
ScarletThompsom,428,Release,1.0697983319689892,95.74995383094051,6.780358567216762,6.808313746019899,6.747008550031805,10.18694940260086,6.614861244002214,1.3032882515618267,0.30918187029780797,24.422185948204575,1.8981548504583867,207.26483036902428,75.53327946946247
ScarletThompsom,5,LiftOff,30.433386897091015,110.90344648678614,4.990275823742027,5.069724467400975,5.08747819638623,2.6121759238248123,4.960639606922696,0.6958936420362541,1.721149125989798,3.2881526426531638,1.5185995680274516,228.32301408633265,79.93264937952239
ScarletThompsom,428,Release,1.0697983319689892,95.74995383094051,6.780358567216762,6.808313746019899,6.747008550031805,10.18694940260086,6.614861244002214,1.3032882515618267,0.30918187029780797,24.422185948204575,1.8981548504583867,207.26483036902428,75.53327946946247
ScarletThompsom,407,CirclePeak,167.77491522026975,54.77695131420014,4.880578175384886,4.549307184950041,4.452892340765463,7.133199403496396,4.392789537300761,0.8050151193866925,0.06816810372762139,30.965017692248566,1.696956604713534,261.1852955714269,71.8250941036943
ScarletThompsom,415,FootPlant,126.90672075213178,74.58006697767635,5.2794512687153015,5.265835620549963,5.212160800490088,7.849431684129897,5.119172615254507,0.6370758537890402,1.4941704185648823,35.50255693915534,1.7010879851884486,240.06127158384888,64.7210264301223
ScarletThompsom,420,ThreeQuarterArmCircle,76.99854434625401,79.18403298131831,5.705208020010448,5.706406232684788,5.648935559706809,8.54548260959045,5.536969461902576,0.14713824069529977,1.9875900442493244,34.71988118068721,1.6378545631768615,213.1176527549138,65.65852908761676
ScarletThompsom,425,Connection,19.3761673523469,87.88302403721366,6.493222179174137,6.494793872255309,6.466563088469821,9.735576639105881,6.307869390108752,1.082595822033211,1.3462976897226775,31.667536172598567,1.8087150646249601,206.7598033788041,73.04694931244282
ScarletThompsom,534,MaxKneeLift,27.07024831812335,172.23432577137845,5.3940775772200995,5.319906986850104,5.170917672729626,8.186341480202474,5.056463882281966,0.7344090868115027,1321.4800307219662,0.02061451927068162,1.4496946970546347,201.86639819111463,77.20125497887868
ShannonTest,14,LiftOff,34.69835609897711,76.41598341512879,5.32761934871295,4.9896698968957764,4.5246002342849545,2.7471706154417537,4.55735825393851,0.9762013385019791,1.7663172086817118,24.12631874980796,1.1745185016450863,180.55911319736256,106.4715510860287
ShannonTest,17,MaxKneeLift,19.327111850353496,131.73936864407622,5.0536320777627415,4.734238501418208,4.526912389369698,4.0837580586587565,4.4284263951373015,1.3422096878836496,0.36448800675621706,13.965625516393125,1.1233725415076414,183.13171816660812,120.26988819251495
ShannonTest,22,DragStart,130.48052938156945,43.20351193728683,3.6660836119626596,3.027770175032973,3.0209181141841936,5.285392645989135,2.983530413692436,0.5607182742131602,1.3816399963346846,24.604700786454934,1.6070048968450228,350.5597609710142,108.25785716404039
ShannonTest,23,CirclePeak,156.63036508186826,45.09595474059399,3.742886110722292,3.1110903852711,3.072907561966704,5.478013491517364,3.037896093529053,0.8804365464596406,0.4388872009699612,27.607147740410465,1.5843956001783255,338.4569881602866,116.62613354361608
ShannonTest,25,FootPlant,129.44596354269078,70.72821533059994,3.861090308126941,3.864343464750965,3.75159402755122,5.9848857122616534,3.6728403809862606,0.6892229309632754,1.713551617238251,33.469548225024226,1.6036881156339127,322.6985728342359,107.51114387408235
ShannonTest,28,Connection,17.605196129495678,97.62577459260125,4.515262712025631,4.599583549224489,4.53560105776408,6.963879290617825,4.4076025021365295,1.1737857591292582,0.6600908685609566,30.398868622362443,1.5212760213320977,262.5234071459055,105.78280461928857
SiennaStawiecki,411,LiftOff,16.91652732851064,106.46210517707081,4.754069226212305,4.7074392269992025,4.405233389405981,1.9941815760686756,4.383964138250504,0.8382403705248904,0.8711020010837018,7.824769187074165,1.3684738280107631,237.33289468818444,103.6548581306192
SiennaStawiecki,1400,Release,15.155489846473069,88.75152842682878,5.2256718452395985,5.3931758256012925,5.318078312626319,7.889192324427055,5.1855069026471385,1.15191902880459,0.2297194492109245,24.018298848424752,1.629472146429001,245.01600238595304,97.52612489174219
SiennaStawiecki,1394,Connection,27.52559229095032,81.74929452830845,5.239166332788592,5.380867035085816,5.310565980999276,7.881450550497789,5.170811738042538,1.0176526819450413,1.4679515029259453,29.61880292712523,1.6242787697688248,244.79250684365863,90.69694752598843
SiennaStawiecki,1304,MaxKneeLift,41.45147587008887,82.65306516080891,5.137155030242898,4.522752170713644,4.620060241296442,4.877742908248445,4.458737314664157,0.899271709699732,1.7405188389292212,15.023584842882414,1.4371415904886085,234.5950031876403,97.12477059130212
SiennaStawiecki,1341,DragStart,89.46678321250546,58.37411191933044,4.449942332712442,3.692492676482414,3.6321492620866533,6.2551226735415595,3.6044149893007806,0.09583965850024936,1.2536339242586292,29.565863140471865,1.855076145809976,327.44368156827534,77.59225495233213
SiennaStawiecki,1374,FootPlant,130.8358497999015,84.21317859071354,4.64190356872388,4.632499789635087,4.489689127406341,6.8417582559138514,4.421968080630534,0.6407812485391325,1.5929643022212556,33.51225680149619,1.6335857169271142,281.18685145289186,88.38732124750074
SiennaStawiecki,1361,CirclePeak,179.5271357442696,71.98289992780285,4.47197965700169,4.0736318011486405,3.9881249196295805,6.47615970364521,3.9264797665771347,0.7844631074871724,0.20720283148877,33.67131301453345,1.6279049531582903,289.2977395259199,84.56107463332593
SiennaStawiecki,1385,ThreeQuarterArmCircle,78.12100655296793,79.08830804175518,5.384074623255802,5.466339299753799,5.411962166701961,8.000540280444225,5.269561921394866,0.13569595528990314,2.172761116959195,33.406523560582286,1.7264054121166061,254.78969016941545,92.49770138666663
TenleyPonikiewcz,416,LiftOff,47.418471289037356,104.68070284480756,5.507994662711044,5.280811036816745,4.971396656994271,3.461068431912276,5.011687192147874,0.5139543581695559,2.5106330130050436,26.614026613930818,1.1472344221747888,168.72580303747822,81.76945814898657
TenleyPonikiewcz,454,FootPlant,153.18145152169853,63.14786909236878,5.032675007797191,4.946463084418265,4.825289654967695,6.596766787432198,4.747571485093438,0.8390090512475709,0.9408525245926066,36.40577773728481,1.6279231101570986,257.7121852922692,73.54126279464464
TenleyPonikiewcz,620,Release,7.285592698858966,154.1864870640759,5.523542413304231,5.601651352360218,5.488801126093408,8.096274897879084,5.367886294722402,1.062273480353127,0.11566556104039545,26.346859007962152,1.4878230229146927,208.34155024748776,79.8846156552883
TenleyPonikiewcz,467,Connection,27.01065887654423,89.0657730897575,6.550514468666213,6.535079344298588,6.435899769348588,8.808787815247545,6.312657195802506,0.9515110488093299,1.3480201621321584,33.698060587855075,1.8795102771885743,227.34287812429076,75.72449293613188
TenleyPonikiewcz,462,ThreeQuarterArmCircle,78.99602356286123,81.76308091738187,5.90195232375563,5.878784049716661,5.794479867341828,7.88649037463234,5.671705006438822,0.004421380672140803,1.934491706852929,36.80062668260248,1.722548829041806,231.6711445312103,76.06027166966845
TenleyPonikiewcz,447,CirclePeak,170.94997641115964,54.06738623950887,4.92480895290232,4.706328239417415,4.603461169412264,6.405595115047982,4.556937186259558,0.6718135081357883,0.24555336481986492,25.045327440066714,1.766973282943553,281.53977055898866,69.3546553263714
TenleyPonikiewcz,511,MaxKneeLift,36.561565001165604,161.1879432561036,5.101472509850377,5.32637982670661,5.2540483883836835,7.672949214525284,5.138904161073123,0.5479430075511201,10.745007409498271,3.2513358172983833,1.4463703092588294,213.54764628312068,74.5043981537963
TeresaCusano,153,LiftOff,64.32635342214674,72.61239735441507,5.994088155063582,5.732312871117268,5.27202048196684,3.30605362905615,5.3605900639057396,0.02087640386483826,4.102387047155517,19.605535571728186,1.3197637023152364,171.34149382105593,92.32802402453983
SiennaStawiecki,1385,ThreeQuarterArmCircle,78.12100655296793,79.08830804175518,5.384074623255802,5.466339299753799,5.411962166701961,8.000540280444225,5.269561921394866,0.13569595528990314,2.172761116959195,33.406523560582286,1.7264054121166061,254.78969016941545,92.49770138666663
TenleyPonikiewcz,416,LiftOff,47.418471289037356,104.68070284480756,5.507994662711044,5.280811036816745,4.971396656994271,3.461068431912276,5.011687192147874,0.5139543581695559,2.5106330130050436,26.614026613930818,1.1472344221747888,168.72580303747822,81.76945814898657
TenleyPonikiewcz,454,FootPlant,153.18145152169853,63.14786909236878,5.032675007797191,4.946463084418265,4.825289654967695,6.596766787432198,4.747571485093438,0.8390090512475709,0.9408525245926066,36.40577773728481,1.6279231101570986,257.7121852922692,73.54126279464464
TenleyPonikiewcz,620,Release,7.285592698858966,154.1864870640759,5.523542413304231,5.601651352360218,5.488801126093408,8.096274897879084,5.367886294722402,1.062273480353127,0.11566556104039545,26.346859007962152,1.4878230229146927,208.34155024748776,79.8846156552883
TenleyPonikiewcz,467,Connection,27.01065887654423,89.0657730897575,6.550514468666213,6.535079344298588,6.435899769348588,8.808787815247545,6.312657195802506,0.9515110488093299,1.3480201621321584,33.698060587855075,1.8795102771885743,227.34287812429076,75.72449293613188
TenleyPonikiewcz,462,ThreeQuarterArmCircle,78.99602356286123,81.76308091738187,5.90195232375563,5.878784049716661,5.794479867341828,7.88649037463234,5.671705006438822,0.004421380672140803,1.934491706852929,36.80062668260248,1.722548829041806,231.6711445312103,76.06027166966845
TenleyPonikiewcz,447,CirclePeak,170.94997641115964,54.06738623950887,4.92480895290232,4.706328239417415,4.603461169412264,6.405595115047982,4.556937186259558,0.6718135081357883,0.24555336481986492,25.045327440066714,1.766973282943553,281.53977055898866,69.3546553263714
TenleyPonikiewcz,511,MaxKneeLift,36.561565001165604,161.1879432561036,5.101472509850377,5.32637982670661,5.2540483883836835,7.672949214525284,5.138904161073123,0.5479430075511201,10.745007409498271,3.2513358172983833,1.4463703092588294,213.54764628312068,74.5043981537963
TeresaCusano,153,LiftOff,64.32635342214674,72.61239735441507,5.994088155063582,5.732312871117268,5.27202048196684,3.30605362905615,5.3605900639057396,0.02087640386483826,4.102387047155517,19.605535571728186,1.3197637023152364,171.34149382105593,92.32802402453983
TeresaCusano,221,Release,0.17329721189258798,116.26474360723111,6.730208202459977,6.818166047887834,6.686814535789084,9.441314754215515,6.5676464926709,1.3427640913863912,0.1025544286496211,22.73636481114946,1.88861857323939,210.951266422756,83.23528294975786
TeresaCusano,217,Connection,23.276103400695135,100.97690923410781,6.367401139572865,6.371976043511748,6.29189418930027,8.830198177517635,6.157758135260093,1.1516843327069495,1.5278543188658589,28.11540254600848,1.7726351685801272,211.56289906733383,77.9305032878617
TeresaCusano,197,CirclePeak,175.24110571918604,76.42724306865493,5.337483482758605,5.079084128706888,5.014598858723754,7.010220141308362,4.904002928678919,0.9591211914592668,0.18172834589600978,33.770393834551705,1.811608182398027,261.8533754096716,79.62252303644014
TeresaCusano,205,FootPlant,134.64589181822444,84.72726440723416,5.356817803997081,5.238727374072227,5.146274550592913,7.234606555872728,5.05510142940835,0.7028885978925583,1.7950434976238554,35.57835933183477,1.706395586149925,247.12477947939593,72.77209977368545
TeresaCusano,209,ThreeQuarterArmCircle,100.71544493716264,82.74475676664113,5.413214923798863,5.305049850037311,5.211595829028185,7.348678797619731,5.1164210937948456,0.12283912914011824,2.224293806444373,35.03196825216445,1.5733740603589845,225.8493764187239,80.29421380564152
TeresaCusano,457,MaxKneeLift,62.89497115034894,167.00742347015765,5.613460732258718,5.601602923818725,5.489334294254628,8.41906063029374,5.399348328763007,0.1323567437659735,7.390721287747538,2.300550642613288,1.4401710139368158,186.97514570107876,61.53928590705238
ZahriaDaley,778,Release,6.2959231062492025,138.47837530317852,6.692932822812783,6.894756050416458,6.922073525652636,10.654834220496458,6.772557928432804,1.1484955173255884,0.12661856057416393,18.147173318176506,1.7195200627307756,184.2530158540321,65.90749990084264
ZahriaDaley,453,Connection,23.361565409232938,88.43362939370681,6.984870781322308,7.183797020342146,7.093531576102331,10.619032006714779,6.950453183772105,1.0032725128067068,1.3978735657034589,27.91951666521117,1.8563127488640265,196.6343376965255,58.158952402438565
ZahriaDaley,434,CirclePeak,162.77468394270977,59.38296561063314,5.424033654460945,5.047051979204384,5.087014543722273,7.949150449074332,4.996910354854832,0.8601101798561319,0.23256664153354745,26.27542264933936,1.7448618787210382,239.79325262902287,71.15374689476509
ZahriaDaley,442,FootPlant,129.65352883700044,81.002886390405,5.902811353747181,6.009424695533708,5.849236160588113,8.909762897375481,5.759788752225504,0.7664389741474867,1.5808620726836555,33.736984544060995,1.8055611789830843,226.59611047864254,72.42206312487149
ZahriaDaley,447,ThreeQuarterArmCircle,94.72656492232193,81.64651750957377,6.533450942639345,6.693763366253151,6.615858462291445,9.920833139730952,6.4914448882394575,0.041014400137179316,2.023565968366387,38.012288179245544,1.858953763737265,210.7563916852772,65.6923050447965
ZahriaDaley,499,MaxKneeLift,27.59323955216083,173.9557296264155,5.459719879039438,5.664116096061879,5.546626547808878,8.566949062967895,5.449156322375187,0.7320771982822776,4.4152431421446385,7.811138863279451,1.3642758263399992,183.2096516103382,63.91770143369708
ZahriaDaley,499,MaxKneeLift,27.59323955216083,173.9557296264155,5.459719879039438,5.664116096061879,5.546626547808878,8.566949062967895,5.449156322375187,0.7320771982822776,4.4152431421446385,7.811138863279451,1.3642758263399992,183.2096516103382,63.91770143369708
ZahriaDaley,499,MaxKneeLift,27.59323955216083,173.9557296264155,5.459719879039438,5.664116096061879,5.546626547808878,8.566949062967895,5.449156322375187,0.7320771982822776,4.4152431421446385,7.811138863279451,1.3642758263399992,183.2096516103382,63.91770143369708
ZahriaDaley,499,MaxKneeLift,27.59323955216083,173.9557296264155,5.459719879039438,5.664116096061879,5.546626547808878,8.566949062967895,5.449156322375187,0.7320771982822776,4.4152431421446385,7.811138863279451,1.3642758263399992,183.2096516103382,63.91770143369708
ZahriaDaley,499,MaxKneeLift,27.59323955216083,173.9557296264155,5.459719879039438,5.664116096061879,5.546626547808878,8.566949062967895,5.449156322375187,0.7320771982822776,4.4152431421446385,7.811138863279451,1.3642758263399992,183.2096516103382,63.91770143369708
