Frame,Shoulder_X,Shoulder_Y,Elbow_X,Elbow_Y,Wrist_X,Wrist_Y,Hip_X,Hip_Y,Ankle_X,Ankle_Y,Elbow_Angle,Trunk_Lean_Angle,Stride_Length,Wrist_Hip_Distance,Mid_Sternum_X,Knee_X,Foot_X,Sternum_to_Knee_Dist,Toe_to_Knee_Dist
0,1157.5933456420898,407.5816798210144,1157.9019927978516,442.8745722770691,1141.102638244629,448.5024154186249,1147.4822616577148,521.5310597419739,1087.1379089355469,642.3095154762268,108.02,86.83,135.01,73.31,694.3593063354492,688.0823593139648,688.0823593139648,6.276947021484375,0.0
1,1157.0922088623047,404.7682893276215,1152.3496627807615,451.7553126811981,1141.633415222168,471.95653080940247,1145.705909729004,504.7964251041413,1080.1635360717771,637.2459983825684,157.82,85.3,147.78,33.09,925.7422714233398,917.1548767089844,917.1548767089844,8.587394714355469,0.0
2,1157.1109771728516,408.4016954898834,1146.170654296875,453.67127895355225,1130.0018692016602,479.2620956897736,1147.2236251831057,506.2609434127808,1082.157325744629,636.3834643363953,161.3,84.8,145.48,32.02,1157.0677871704102,1145.1202011108398,1145.1202011108398,11.947586059570312,0.0
3,1156.9148254394531,410.8681797981262,1146.401824951172,452.6937103271485,1135.7493209838867,478.7810683250427,1145.3625869750977,508.09515595436096,1080.7635498046875,636.8267369270325,171.9,84.04,144.03,30.85,1156.6671524047852,1143.4440307617188,1143.4440307617188,13.223121643066406,0.0
4,1156.6275787353516,408.1760036945343,1144.6820068359375,453.66629004478455,1128.0241012573242,477.3250472545624,1139.8266220092771,508.1183302402496,1080.46875,635.2152228355408,159.56,76.88,140.27,32.98,1155.8701171875,1141.8833312988281,1141.8833312988281,13.986785888671875,0.0
5,1155.5901718139648,406.9297742843628,1143.043441772461,452.9532301425934,1126.2483215332031,478.8054013252258,1139.1014099121094,506.8152916431427,1080.472297668457,635.0433468818665,162.24,75.4,141.0,30.82,1154.933120727539,1139.8305587768555,1139.8305587768555,15.102561950683594,0.0
6,1153.107032775879,408.302561044693,1141.182746887207,455.392130613327,1123.1414794921875,479.4943857192993,1137.9024124145508,506.76923274993896,1080.8698654174805,633.4235286712646,157.39,78.06,138.9,31.01,1154.0155563354492,1137.9978103637695,1137.9978103637695,16.017745971679688,0.0
7,1152.4259948730469,407.7533626556397,1138.5991287231443,455.7615995407105,1120.1602935791016,480.25160551071167,1136.9597625732422,506.22193336486816,1079.9582290649414,633.6174201965332,159.09,76.97,139.57,30.93,1153.2133026123047,1137.7008590698242,1137.7008590698242,15.512443542480469,0.0
8,1152.327003479004,408.3891105651856,1138.0254364013672,456.6504621505737,1120.8094024658203,481.8024158477783,1136.198844909668,506.300436258316,1079.420928955078,634.6995306015015,162.12,77.24,140.39,28.93,1152.771469116211,1137.9182510375977,1137.9182510375977,14.853218078613281,0.0
9,1152.616310119629,408.4326910972595,1138.2048797607422,456.2714338302612,1127.4006271362305,478.6858928203583,1138.3418655395508,506.4302444458008,1079.3791580200195,635.7932281494141,171.03,78.29,142.17,29.82,1152.8304061889648,1138.484275817871,1138.484275817871,14.34613037109375,0.0
10,1153.381004333496,408.54772567749023,1138.7849807739258,454.2363452911377,1130.222053527832,478.9932096004486,1140.1883697509766,506.8049597740173,1079.5438385009766,635.3117179870605,178.64,79.25,142.1,29.54,1153.0536346435547,1139.3162841796875,1139.3162841796875,13.737350463867188,0.0
11,1153.4017181396484,408.7703275680542,1139.9803161621094,453.1740617752075,1131.6123962402344,479.0884816646576,1140.732536315918,505.35215735435486,1079.3987274169922,635.835907459259,178.92,80.1,144.18,27.8,1153.3066177368164,1140.3144607543945,1140.3144607543945,12.992156982421875,0.0
12,1153.542137145996,409.34218525886536,1140.6901931762695,453.857638835907,1128.8041305541992,478.0804324150085,1141.1198043823242,505.5295693874359,1079.6533584594729,635.8559274673462,169.97,80.9,144.09,30.09,1153.5904083251953,1140.9694519042969,1140.9694519042969,12.620956420898438,0.0
