Frame,Left_Shoulder_X,Left_Shoulder_Y,Right_Shoulder_X,Right_Shoulder_Y,Right_Knee_X,Right_Knee_Y,Right_Foot_Index_X,Right_Foot_Index_Y,Hip_X,Hip_Y,Ankle_X,Ankle_Y,Wrist_X,Wrist_Y,Elbow_X,Elbow_Y
1,503.62,320.43,510.82,322.33,485.91,587.78,501.3,739.97,424.0,470.71,312.83,671.81,492.4,463.31,453.71,391.5
2,503.95,320.79,509.27,322.52,488.76,588.29,501.09,738.66,426.77,470.71,312.59,672.19,493.68,463.4,452.86,391.41
3,504.01,321.24,508.82,323.23,491.45,588.38,501.58,737.45,427.44,470.93,312.6,672.43,494.19,464.04,452.71,391.42
4,504.26,321.9,508.33,323.53,492.3,588.95,501.5,736.81,427.75,471.15,312.21,672.43,494.18,464.13,452.19,391.41
5,504.49,322.17,508.1,324.01,492.98,589.28,501.29,736.45,428.2,471.39,311.85,672.41,494.39,464.31,451.96,391.5
6,504.91,322.35,508.11,324.09,493.79,589.39,501.23,735.92,428.5,471.62,311.56,672.35,494.4,464.45,451.87,391.53
7,504.91,322.33,508.13,324.08,495.11,589.34,501.26,735.59,428.62,471.66,311.42,672.19,494.67,464.66,451.89,391.58
8,504.83,322.27,508.15,324.08,495.71,589.32,501.27,735.44,428.73,471.66,311.42,672.12,495.38,464.82,452.4,391.68
9,504.88,322.28,508.17,324.02,496.21,589.17,501.35,735.28,428.7,471.65,311.45,671.92,495.4,464.85,452.43,391.68
10,504.86,322.28,508.26,323.99,496.45,589.04,501.41,735.3,428.67,471.65,311.69,671.8,495.39,464.78,452.58,391.69
11,504.86,322.49,508.27,324.01,496.35,588.9,501.88,735.13,428.3,471.65,311.82,671.62,495.3,464.92,452.7,391.85
12,504.86,322.68,508.32,324.08,496.33,588.8,502.18,734.99,428.15,471.68,311.82,671.25,495.29,465.34,452.75,392.16
13,504.81,322.73,508.43,324.12,496.29,588.63,502.31,734.94,428.05,471.71,311.86,670.92,495.24,465.58,452.82,392.31
14,504.73,322.75,508.47,324.31,496.29,588.62,502.31,734.94,428.04,471.98,311.8,670.68,495.23,466.0,452.88,392.78
15,504.67,322.84,508.47,324.64,496.42,588.61,502.31,734.94,428.03,472.3,311.73,670.49,495.22,466.42,452.88,393.06
16,504.44,323.02,508.51,325.18,496.57,588.61,502.24,734.96,427.96,472.71,311.58,670.48,495.23,467.09,452.86,393.62
17,503.98,323.19,508.54,325.71,496.69,588.61,502.16,734.85,427.95,473.69,311.49,670.34,495.31,467.83,452.87,394.19
18,503.8,323.67,508.55,326.01,496.89,588.63,502.14,734.79,427.94,474.35,311.44,670.15,495.33,468.24,452.72,394.44
19,503.65,324.03,508.54,326.37,496.91,588.61,502.0,734.84,427.82,474.78,311.54,670.15,495.09,468.29,452.36,394.52
