Frame,Left_Shoulder_X,Left_Shoulder_Y,Right_Shoulder_X,Right_Shoulder_Y,Right_Knee_X,Right_Knee_Y,Right_Foot_Index_X,Right_Foot_Index_Y,Hip_X,Hip_Y,Ankle_X,Ankle_Y,Wrist_X,Wrist_Y,Elbow_X,Elbow_Y
1,439.64,382.17,361.05,365.72,507.16,689.09,613.0,844.86,413.45,575.95,361.38,796.7,440.62,524.1,340.92,471.07
2,441.08,381.65,361.88,365.51,507.16,688.21,614.46,845.33,414.7,573.46,361.18,795.29,442.85,525.33,341.54,469.33
3,441.67,381.5,362.47,365.2,507.12,687.05,614.94,846.04,415.81,572.29,360.8,795.0,443.55,525.39,341.76,467.73
4,442.03,381.18,362.54,365.2,507.11,686.82,615.65,846.8,415.79,571.48,360.7,795.04,444.62,525.38,342.74,466.99
5,443.02,381.14,362.58,365.11,506.69,686.31,616.24,847.45,414.29,570.79,359.64,795.19,445.67,525.83,343.72,466.82
6,443.11,381.14,362.8,364.67,506.43,685.35,616.34,847.83,413.84,569.89,359.35,795.21,445.97,525.83,343.75,466.44
7,442.86,380.99,363.18,364.45,505.34,685.11,616.37,847.9,413.62,569.32,358.86,795.26,446.0,525.81,343.89,466.29
8,442.68,380.14,363.17,364.41,505.1,685.12,616.41,848.39,413.43,569.07,358.4,795.22,445.89,525.3,343.88,466.26
9,441.82,379.58,363.15,364.28,504.78,685.2,616.23,848.99,412.5,568.54,357.89,795.13,445.4,524.92,343.52,466.26
10,439.31,379.19,362.92,364.22,504.26,685.55,615.86,849.64,411.79,568.43,357.42,795.16,445.27,524.53,343.17,466.27
11,437.16,378.88,362.36,364.19,504.0,686.3,615.5,850.66,411.3,568.48,356.1,795.76,445.2,524.56,342.92,466.28
12,435.79,378.19,361.5,364.31,503.71,686.67,615.28,851.35,410.99,568.53,354.81,796.01,445.19,524.56,342.73,466.69
13,433.49,378.2,361.31,364.41,502.92,687.03,615.27,852.07,411.0,568.69,354.42,796.6,445.11,524.97,342.63,467.04
14,432.05,377.83,360.67,364.45,501.7,687.09,615.23,852.01,410.89,568.72,354.23,796.61,445.08,524.96,342.22,467.28
15,431.21,377.15,360.18,364.45,501.64,687.32,615.2,852.43,409.85,568.75,353.59,796.69,444.85,524.96,341.66,467.29
16,430.45,377.14,359.66,364.4,501.02,688.0,615.16,852.84,408.28,568.74,353.29,796.79,444.25,524.35,341.18,467.28
17,430.5,377.15,359.5,364.42,499.93,688.13,614.91,852.95,407.57,568.75,353.31,796.8,443.93,524.04,341.15,467.24
