Frame,Left_Shoulder_X,Left_Shoulder_Y,Right_Shoulder_X,Right_Shoulder_Y,Right_Knee_X,Right_Knee_Y,Right_Foot_Index_X,Right_Foot_Index_Y,Hip_X,Hip_Y,Ankle_X,Ankle_Y,Wrist_X,Wrist_Y,Elbow_X,Elbow_Y
0,1111.65,389.46,1018.59,416.58,1035.38,596.68,1027.6,735.29,1037.54,475.53,1096.35,691.85,1024.13,595.52,1014.03,513.37
2,418.44,314.04,417.42,314.82,439.75,583.41,497.58,736.51,367.72,474.69,276.95,698.77,464.23,456.32,378.22,402.51
3,418.35,314.83,413.0,314.78,443.83,583.26,497.43,736.33,368.42,474.97,276.24,698.39,468.02,456.39,384.02,402.72
4,418.15,315.26,413.17,314.83,446.59,582.64,497.44,736.17,372.19,475.48,276.18,696.98,470.73,456.35,392.69,403.12
5,418.3,315.59,413.2,315.54,448.14,582.14,497.21,735.95,374.65,475.47,276.42,695.72,474.03,456.39,398.71,404.24
6,419.4,315.59,414.71,316.28,449.36,581.96,497.2,735.73,376.91,475.51,276.45,695.04,477.58,456.62,403.62,405.09
7,420.91,315.53,417.33,318.01,450.5,581.57,497.27,735.54,378.96,475.8,276.73,693.99,482.08,456.76,408.96,406.63
8,420.86,315.17,421.09,319.63,451.45,581.56,497.3,735.43,381.33,476.38,277.31,692.55,486.22,457.23,415.01,408.69
9,420.81,313.48,426.02,319.46,452.61,581.35,498.21,734.78,383.99,475.9,277.82,691.34,488.3,457.91,419.09,408.5
10,423.72,312.04,428.01,319.35,453.04,580.41,498.22,734.02,384.68,475.42,278.98,690.39,491.46,458.76,423.65,408.99
11,425.76,311.42,429.76,319.57,453.28,580.32,498.22,733.69,385.26,475.32,280.42,689.94,494.45,459.05,427.28,409.09
12,426.7,310.97,430.81,319.5,453.61,580.3,498.39,733.66,385.77,475.31,281.12,689.64,496.7,459.31,429.01,409.0
13,427.98,310.61,434.16,319.44,454.44,580.25,498.35,733.21,387.6,475.3,281.76,689.25,497.7,459.68,432.12,409.02
14,428.37,310.68,436.59,319.44,454.94,580.21,497.4,733.06,388.49,475.31,282.14,689.18,499.06,460.82,436.63,409.3
15,428.32,310.51,440.24,319.62,455.22,580.15,496.91,733.03,388.75,475.15,282.59,688.99,501.58,463.3,440.71,409.73
16,429.54,310.43,443.16,320.26,455.78,579.83,496.89,733.06,390.51,475.12,282.64,688.71,504.18,465.53,443.27,410.63
17,430.39,310.46,445.29,320.63,456.65,579.8,496.89,733.22,392.07,474.99,282.7,688.31,508.46,468.71,445.69,412.46
18,431.9,310.67,446.73,321.23,457.32,579.8,497.18,733.26,392.83,474.98,282.92,687.91,510.14,469.47,447.14,413.55
19,434.29,310.68,448.68,321.7,458.76,578.9,497.61,733.46,394.39,474.64,283.11,687.69,513.99,469.52,448.11,414.01
20,438.72,310.92,449.76,322.67,459.2,579.34,497.61,733.68,394.8,474.42,283.29,687.51,515.01,469.68,449.4,415.0
21,441.58,311.04,451.53,322.8,459.68,580.45,497.61,733.7,396.51,474.34,283.64,687.14,516.29,470.26,450.95,415.08
22,445.41,311.35,453.38,323.26,460.21,581.09,497.75,733.73,397.76,474.32,284.19,686.92,518.22,471.13,452.84,415.45
23,446.04,311.44,455.47,323.95,461.94,580.46,498.19,733.67,399.42,474.29,284.7,686.6,519.95,471.39,454.14,416.54
24,446.75,311.49,457.42,325.64,463.16,580.32,498.09,733.68,400.66,474.23,285.02,686.32,522.7,472.47,456.69,418.78
25,448.8,311.52,457.46,325.97,463.86,580.08,497.93,733.7,400.36,473.93,285.5,686.07,523.55,472.82,457.98,419.12
26,452.14,312.2,457.27,325.84,464.28,579.92,497.67,733.75,399.95,472.94,285.91,685.84,524.95,473.79,458.81,419.26
27,454.19,313.17,458.2,325.91,465.45,579.92,497.58,733.84,399.84,472.7,286.15,685.45,524.9,474.86,460.18,419.68
28,457.51,314.03,458.26,326.32,466.72,579.92,497.32,733.85,399.62,472.63,286.42,684.93,526.16,476.64,461.68,420.17
29,457.37,315.54,460.44,326.39,467.97,579.95,497.33,733.9,399.51,472.62,286.63,684.33,527.35,477.43,463.34,421.06
30,462.24,317.76,460.16,326.28,468.55,580.03,497.27,733.91,400.13,472.45,286.72,683.58,527.81,477.17,463.48,420.88
31,462.44,318.51,461.93,326.21,469.12,580.15,496.97,733.93,401.67,472.45,287.0,683.22,528.17,477.11,464.02,420.76
