Frame,Left_Shoulder_X,Left_Shoulder_Y,Right_Shoulder_X,Right_Shoulder_Y,Right_Knee_X,Right_Knee_Y,Right_Foot_Index_X,Right_Foot_Index_Y,Hip_X,Hip_Y,Ankle_X,Ankle_Y,Wrist_X,Wrist_Y,Elbow_X,Elbow_Y
1,563.3,352.42,527.46,353.5,627.11,673.0,677.43,837.38,522.59,558.37,457.37,804.33,599.75,552.18,520.63,473.73
2,565.54,353.52,527.44,354.4,627.76,670.29,677.52,837.58,522.77,559.38,457.16,803.39,599.6,552.19,520.47,473.79
3,566.59,353.72,527.47,355.66,627.92,669.37,679.49,837.59,522.76,559.94,457.14,803.35,599.74,553.07,520.76,474.35
4,566.56,353.76,528.18,355.2,628.44,668.14,679.45,837.47,522.51,559.69,456.98,803.34,599.04,554.13,520.88,474.26
5,567.56,353.75,528.12,355.08,628.9,667.93,679.55,837.43,522.41,559.39,456.88,803.46,598.96,555.03,521.38,474.26
6,567.13,353.36,528.51,354.67,629.0,667.97,679.79,837.05,522.32,558.45,456.07,804.9,598.36,555.52,521.39,473.49
7,567.43,353.36,528.49,354.66,628.97,667.98,679.78,837.12,521.34,558.0,455.7,804.9,596.71,555.85,521.11,473.42
8,567.39,353.43,528.02,354.43,628.99,668.01,678.24,837.46,520.74,557.84,455.13,806.01,595.42,555.93,520.09,473.4
9,563.46,352.89,526.56,354.61,629.12,668.13,678.24,837.47,521.32,558.41,454.99,805.99,595.41,555.94,520.0,473.62
10,563.52,353.34,525.26,354.64,629.02,668.16,677.93,836.51,521.26,558.44,454.18,806.29,595.36,556.28,519.49,473.71
11,564.16,354.53,524.8,354.66,629.02,668.25,678.25,837.86,521.25,558.42,453.8,807.12,594.48,556.33,518.96,473.71
12,563.51,354.46,524.84,354.66,629.02,668.37,678.58,841.48,521.34,558.48,453.21,807.21,594.26,557.02,518.19,473.8
13,563.56,354.61,524.83,354.36,628.88,669.03,678.19,841.98,521.7,558.49,452.9,808.19,593.96,557.02,517.7,473.78
14,563.61,355.16,524.65,353.96,628.82,670.0,678.19,841.82,522.38,559.11,452.57,808.33,593.79,557.04,517.0,473.64
15,563.89,356.26,524.8,353.58,628.32,670.77,677.79,841.6,522.54,559.66,452.41,808.49,593.69,557.01,516.68,473.29
16,560.24,356.23,524.69,353.6,627.94,671.75,677.55,841.31,522.71,560.38,452.01,808.53,593.7,557.13,516.57,473.3
17,560.55,356.21,524.3,353.56,627.24,672.9,676.67,841.13,522.71,561.56,452.01,809.21,593.09,556.61,516.07,472.87
18,564.3,358.16,524.31,353.62,626.35,673.47,676.68,841.24,522.69,561.9,451.38,810.35,592.91,556.36,515.46,472.57
19,564.26,358.06,524.05,353.58,625.29,674.61,676.69,842.6,522.54,562.11,451.24,811.55,592.73,556.45,514.84,472.67
20,564.17,357.77,523.38,354.25,623.53,675.49,676.82,843.25,522.31,562.14,451.28,811.5,592.7,556.46,514.58,472.7
21,564.13,357.27,521.06,354.06,621.35,676.21,676.92,845.62,521.34,562.09,451.29,811.88,592.4,556.41,514.15,472.68
22,564.0,356.98,520.11,353.29,619.32,676.42,676.41,845.83,519.15,561.52,451.08,812.63,592.01,555.9,514.0,472.39
