Frame,Shoulder_X,Shoulder_Y,Elbow_X,Elbow_Y,Wrist_X,Wrist_Y,Hip_X,Hip_Y,Ankle_X,Ankle_Y,Elbow_Angle,Trunk_Lean_Angle,Stride_Length,Wrist_Hip_Distance,Mid_Sternum_X,Knee_X,Foot_X,Sternum_to_Knee_Dist,Toe_to_Knee_Dist
1,511.31103515625,327.6426887512207,459.2150402069092,395.8500838279724,498.5137939453125,470.6429994106293,422.40431785583496,462.29410886764526,319.8157596588135,670.6237292289734,114.91,47.37,232.22,76.57,306.6790237426758,253.46769332885742,253.46769332885742,53.21133041381836,0.0
2,511.2313270568848,327.6311981678009,459.49384689331055,397.34675645828247,498.764533996582,471.6919577121735,422.4308109283447,466.08365178108215,319.4996452331543,670.7943177223206,115.58,51.36,229.13,76.54,408.7489700317383,337.99938011169434,337.99938011169434,70.74958992004395,0.0
3,510.85275650024414,327.8300786018372,458.9024162292481,398.2613682746887,498.7786102294922,471.52735590934753,422.5033378601074,468.11336517333984,318.5514450073242,671.3434839248657,115.03,55.03,228.27,76.35,510.5731658935547,422.5569133758545,422.5569133758545,88.0162525177002,0.0
4,510.3497314453125,328.1133198738098,458.5156345367432,398.71880292892456,498.77025604248047,471.432888507843,422.65843391418457,469.33362007141113,317.7093029022217,671.4001321792603,114.75,52.54,227.7,76.14,509.92615127563477,422.58012199401855,422.58012199401855,87.34602928161621,0.0
5,509.120979309082,328.16800475120544,455.6500911712647,398.6901247501373,496.2534713745117,470.9313905239105,422.7876663208008,469.9135887622833,317.700834274292,671.2290287017822,113.49,54.73,227.09,73.47,509.1372413635254,422.52996253967285,422.52996253967285,86.60727882385254,0.0
6,508.0759620666504,328.19024562835693,454.02883529663086,398.668817281723,494.3332099914551,470.68883299827576,422.5203609466553,469.66604232788086,317.70792961120605,670.900468826294,113.28,62.05,226.89,71.82,508.36355209350586,422.3064136505127,422.3064136505127,86.05713844299316,0.0
7,507.2867774963379,328.17421674728394,454.1320323944092,398.602706193924,493.59323501586914,469.6480178833008,422.1800136566162,469.24015045166016,317.71785736083984,670.4340863227844,113.91,62.18,226.7,71.41,507.6881790161133,421.9742317199707,421.9742317199707,85.71394729614258,0.0
8,506.9843101501465,328.1230080127716,452.9361534118652,398.4476637840271,492.7905464172363,467.0472192764282,421.3855934143066,469.0189969539642,317.64598846435547,669.835159778595,112.3,62.12,226.03,71.43,507.2281494140625,421.5703010559082,421.5703010559082,85.6578483581543,0.0
9,506.9728660583496,328.1857717037201,452.6045036315918,398.4269678592682,492.3259735107422,466.49444818496704,420.9975242614746,468.8778269290924,317.2916507720947,669.5762515068054,111.99,61.95,225.91,71.37,506.89584732055664,421.0796527862549,421.0796527862549,85.81619453430176,0.0
10,506.8208312988281,328.3364689350128,452.26624488830566,398.4008324146271,492.2696113586426,466.32160663604736,420.7680130004883,469.05961632728577,316.39729499816895,669.5633125305176,111.6,62.7,226.04,71.55,506.71926498413086,420.58545112609863,420.58545112609863,86.13381385803223,0.0
11,506.4144515991211,328.3989751338959,451.4697074890137,398.3836448192597,491.81190490722656,465.9026348590851,420.0671195983887,469.10635113716125,315.287504196167,669.5786333084106,111.01,59.31,226.2,71.82,506.54748916625977,420.1658935546875,420.1658935546875,86.38159561157227,0.0
12,506.403865814209,328.4501516819,450.6687068939209,398.2905614376068,490.6241798400879,464.9608254432678,419.70900535583496,469.1346430778504,314.4888210296631,669.5976877212524,110.47,43.26,226.4,71.04,506.3071174621582,419.73321533203125,419.73321533203125,86.57390213012695,0.0
13,506.125431060791,328.52855801582336,450.0652885437012,398.2325613498688,489.89147186279297,463.0458247661591,419.287805557251,469.3506145477295,314.135684967041,669.6697211265564,109.62,39.51,226.24,70.88,505.9501075744629,419.24654388427734,419.24654388427734,86.70356369018555,0.0
14,505.7710075378418,328.6130154132843,449.5858097076416,397.86795258522034,489.2977523803711,460.8800268173218,418.83413314819336,469.57382798194885,313.99083137512207,669.7302961349487,108.73,44.98,225.95,71.0,505.6000671386719,418.74734115600586,418.74734115600586,86.85272598266602,0.0
15,505.0357818603516,328.7273097038269,447.815637588501,397.5007367134094,488.8334083557129,459.4159913063049,418.3346557617188,470.1047444343567,313.1895160675049,669.7639632225037,106.72,52.16,225.65,71.3,505.0682945251465,418.21453857421875,418.21453857421875,86.85375595092773,0.0
16,504.664249420166,328.932466506958,446.2894248962402,397.3158574104309,488.4038543701172,458.8169682025909,417.5711059570313,470.99830627441406,312.2429180145264,669.8049688339233,105.11,47.92,224.98,71.87,504.43492126464844,417.7444725036621,417.7444725036621,86.69044876098633,0.0
17,503.745002746582,329.0907919406891,445.15002250671387,396.8730354309082,487.9429435729981,456.7382025718689,417.0449924468994,471.5847766399384,311.72847747802734,670.0938105583191,103.6,56.99,224.72,72.44,503.779598236084,417.35763931274414,417.35763931274414,86.42195892333984,0.0
18,502.9585647583008,329.6090590953827,444.4669246673584,396.8708467483521,487.7699089050293,456.0685622692108,416.9374752044678,472.1008229255676,311.2290573120117,670.3467965126038,102.8,58.24,224.67,72.62,503.220760345459,417.07408332824707,417.07408332824707,86.14667701721191,0.0
19,502.49439239501953,330.3834021091461,442.8693008422852,396.88835620880127,487.4528503417969,455.9766376018524,416.8999671936035,472.6301300525665,310.446138381958,670.3827810287476,101.09,32.1,224.59,72.49,502.6611328125,416.9443416595459,416.9443416595459,85.7167911529541,0.0
20,502.24159240722656,330.97209334373474,441.2412643432617,396.8550753593445,486.2155723571777,455.6735050678253,416.9168758392334,473.0786168575287,309.87361907958984,670.4263615608215,99.8,34.4,224.51,71.45,502.12922286987305,416.9029083251953,416.9029083251953,85.22631454467773,0.0
21,501.8661117553711,331.02169275283813,440.0028991699219,396.8386602401733,484.80411529541016,455.8496296405792,416.9223976135254,473.22332739830017,309.4182300567627,670.4456734657288,99.57,51.84,224.62,70.07,501.5754089355469,416.7492084503174,416.7492084503174,84.82620048522949,0.0
22,501.08545303344727,331.0161888599396,438.91244888305664,396.7648887634277,483.1366539001465,455.939816236496,416.8378257751465,473.17237615585327,308.68640899658203,670.4767656326294,99.83,53.59,225.0,68.5,500.90462493896484,416.2789649963379,416.2789649963379,84.62565994262695,0.0
23,500.1894950866699,331.01029872894287,438.1861209869385,396.7717444896698,482.1372413635254,457.7349543571472,416.1689758300781,473.13095211982727,307.4154853820801,670.4821729660034,100.9,39.15,225.33,67.74,500.0998992919922,415.65028381347656,415.65028381347656,84.44961547851562,0.0
24,499.1404724121094,331.0114574432373,437.6565170288086,396.73160791397095,481.3845634460449,458.7598371505737,414.54874992370605,473.1062972545624,306.24738693237305,670.5223417282104,101.72,68.54,225.17,68.36,499.10646057128906,414.83732414245605,414.83732414245605,84.26913642883301,0.0
25,498.2179641723633,331.1683666706085,436.79128646850586,396.62816047668457,481.2240028381348,458.77129554748535,413.7734699249268,473.1498777866364,305.63793182373047,670.6311964988708,101.26,93.28,225.15,68.97,498.0937843322754,413.87347984313965,413.87347984313965,84.22030448913574,0.0
26,496.8989181518554,331.6071331501007,435.5211925506592,396.6941106319428,481.1559677124024,459.7195744514465,412.8575992584229,473.582239151001,304.9661636352539,670.8487129211426,100.77,118.01,224.84,69.69,497.18496322631836,412.99425888061523,412.99425888061523,84.19070434570312,0.0
27,496.0220718383789,332.0157730579376,434.0907955169678,396.8991708755493,480.9678840637207,459.91938829422,412.01860427856445,473.8792884349823,304.1162967681885,671.160728931427,99.69,135.78,224.86,70.35,496.2399787902832,412.2241859436035,412.2241859436035,84.01579284667969,0.0
28,495.6453895568848,333.07252049446106,432.58326530456543,397.1295619010925,479.946870803833,460.0491642951965,411.77287101745605,474.8903954029083,303.0340003967285,671.4789891242981,98.48,116.41,224.66,69.77,495.4041938781738,411.4479331970215,411.4479331970215,83.95626068115234,0.0
29,494.4155502319336,333.5346865653992,432.1410083770752,397.7728736400604,478.4706401824951,461.0894644260407,410.69838523864746,475.3620886802673,301.92492485046387,671.6491270065308,99.7,142.53,224.41,69.26,494.7496032714844,410.6949577331543,410.6949577331543,84.05464553833008,0.0
30,494.0390396118164,333.62439036369324,431.1328125,397.7540123462677,476.0765933990479,462.3641788959503,409.8922061920166,475.3386569023132,301.2133884429932,671.7987942695618,100.73,124.92,224.52,67.44,493.95322036743164,409.8972644805908,409.8972644805908,84.05595588684082,0.0
31,493.6259651184082,333.6197876930237,430.0418472290039,397.7489912509918,474.257698059082,462.33945965766907,409.0927219390869,475.0264155864716,300.4931831359863,671.9469165802002,100.85,114.35,224.88,66.39,492.9476509094238,409.03470611572266,409.03470611572266,83.91294479370117,0.0
32,492.0401573181152,333.6967778205872,429.2502880096436,397.7602243423462,472.8830623626709,462.5704944133759,408.0301380157471,474.21438217163086,299.66397285461426,672.17524766922,101.63,154.58,225.68,65.89,491.93134689331055,408.22541427612305,408.22541427612305,83.7059326171875,0.0
33,490.6175422668457,334.0709459781647,428.43658447265625,397.8881335258484,472.1682357788086,463.5658943653106,407.4600791931152,474.2036962509155,298.9241409301758,672.4205088615417,102.09,168.03,225.99,65.58,490.8797149658203,407.50175285339355,407.50175285339355,83.37796211242676,0.0
34,489.3340301513672,334.5276725292206,428.2667541503906,398.607759475708,471.357479095459,465.9951066970825,406.6519260406494,474.1983854770661,298.5013961791992,672.7421808242798,103.78,159.69,226.09,65.22,489.75389099121094,406.7313423156738,406.7313423156738,83.02254867553711,0.0
35,488.7808799743652,334.5116114616394,427.1871471405029,398.95466566085815,470.20877838134766,466.5305936336517,406.27389907836914,474.2074620723725,297.7394199371338,673.1830072402954,103.81,152.48,226.65,64.39,488.53367614746094,406.04574394226074,406.04574394226074,82.4879322052002,0.0
