Frame,Left_Shoulder_X,Left_Shoulder_Y,Right_Shoulder_X,Right_Shoulder_Y,Right_Knee_X,Right_Knee_Y,Right_Foot_Index_X,Right_Foot_Index_Y,Hip_X,Hip_Y,Ankle_X,Ankle_Y,Wrist_X,Wrist_Y,Elbow_X,Elbow_Y
1,287.57,208.42,286.4,215.77,268.2,370.34,288.62,455.71,251.17,302.71,176.11,417.58,293.81,302.6,262.42,264.77
2,288.54,211.14,286.87,216.61,268.36,370.41,288.77,455.74,250.76,302.82,173.17,416.76,294.56,304.19,264.38,266.51
3,290.84,213.5,287.19,217.95,268.37,370.39,288.83,455.73,249.63,303.47,169.71,414.56,295.59,305.93,266.5,269.14
4,291.94,215.73,288.24,220.82,268.39,370.08,288.85,455.72,248.31,303.9,166.53,413.07,298.21,309.72,270.23,271.23
5,292.59,218.58,289.02,223.08,268.05,370.07,289.11,455.96,246.6,303.88,161.57,412.51,299.59,313.58,273.15,273.05
6,293.77,221.13,289.5,224.8,267.52,370.07,288.79,455.83,245.28,304.03,160.29,411.93,299.64,315.81,273.8,274.96
7,294.7,223.06,289.66,226.34,266.98,369.9,288.77,455.3,243.42,304.02,159.04,412.25,299.53,317.22,274.18,276.81
8,294.41,223.31,289.71,228.17,266.46,369.96,288.43,455.23,242.17,304.04,160.2,413.41,299.3,320.4,274.29,280.5
9,292.24,223.4,291.03,229.27,265.93,369.68,288.11,455.27,241.94,304.08,161.05,417.53,299.04,321.21,273.72,280.26
10,291.43,223.95,290.97,229.98,265.48,369.41,287.48,455.9,240.17,304.1,162.85,420.68,296.71,322.02,273.55,280.46
11,291.21,225.0,290.9,230.52,264.8,368.08,286.88,455.95,238.04,304.8,166.66,425.23,293.85,323.49,272.76,281.07
12,291.36,226.47,290.84,231.77,264.83,367.29,286.44,456.11,236.05,305.45,170.95,428.32,289.77,326.37,271.83,282.72
13,291.07,227.5,290.78,232.69,265.08,365.68,286.48,456.02,234.63,306.19,172.56,429.33,286.88,328.83,270.31,283.08
14,290.73,228.54,290.6,232.84,264.6,365.74,285.7,456.04,232.78,306.6,172.52,429.6,283.0,329.44,269.23,282.91
15,291.15,231.15,288.66,232.85,264.06,365.39,285.45,456.28,229.65,306.57,172.04,429.81,280.59,329.63,268.57,283.18
16,290.4,231.25,287.8,232.89,264.02,365.48,284.84,456.38,229.0,306.69,171.8,429.89,278.91,330.17,267.32,283.25
17,289.06,230.94,287.15,233.02,263.34,365.5,284.92,456.35,226.9,306.65,171.98,429.36,277.96,330.4,266.17,283.06
18,288.16,231.43,286.35,233.65,261.61,365.53,285.2,456.33,225.67,306.71,172.48,430.0,276.58,331.54,264.89,283.38
19,287.59,232.32,285.35,234.24,260.28,365.51,285.24,456.15,223.82,306.32,173.02,430.38,276.07,332.55,264.29,283.48
20,287.71,234.03,283.9,234.96,257.28,365.5,285.15,456.27,222.24,305.92,173.86,430.69,275.69,332.92,263.82,284.11
21,287.67,235.94,282.4,236.27,257.36,365.47,285.02,456.44,221.5,305.77,174.96,431.68,275.89,334.2,263.06,285.32
22,287.58,236.93,280.05,237.13,257.98,365.52,283.65,457.36,220.37,305.89,175.02,432.14,276.06,334.29,261.8,285.91
23,286.02,237.08,278.65,238.33,258.12,365.6,283.54,457.5,219.04,305.9,175.13,431.82,276.11,334.4,260.97,286.23
24,284.3,237.13,277.33,238.89,257.16,366.25,284.25,457.48,217.94,306.23,174.98,432.02,275.59,334.47,260.2,286.33
25,283.86,237.92,276.7,239.45,255.18,366.91,284.28,457.46,216.06,306.41,174.91,431.88,274.56,334.69,259.67,286.52
26,282.24,239.13,275.6,239.53,252.8,367.63,284.29,457.52,213.45,306.8,174.31,431.75,273.99,334.63,258.73,286.6
27,281.19,241.37,273.89,239.62,252.06,368.03,283.96,457.69,211.67,307.08,173.73,431.71,273.18,334.7,258.54,286.76
28,280.9,243.49,272.53,240.12,252.03,368.44,284.0,457.6,210.11,307.78,173.52,431.67,272.15,335.3,257.96,287.31
29,281.08,244.5,271.24,240.32,249.57,368.66,284.03,457.47,208.29,308.35,173.52,431.1,271.77,335.25,256.72,287.71
30,280.34,243.97,270.46,241.12,249.81,368.63,284.05,457.39,207.38,308.91,173.64,430.46,271.61,335.39,256.11,289.04
31,278.87,244.0,270.52,241.26,249.23,368.86,283.88,457.39,206.99,309.57,173.71,430.43,271.39,335.44,255.64,289.42
