Frame,Left_Shoulder_X,Left_Shoulder_Y,Right_Shoulder_X,Right_Shoulder_Y,Right_Knee_X,Right_Knee_Y,Right_Foot_Index_X,Right_Foot_Index_Y,Hip_X,Hip_Y,Ankle_X,Ankle_Y,Wrist_X,Wrist_Y,Elbow_X,Elbow_Y
1,496.07,429.96,461.77,420.07,540.54,619.33,636.37,734.9,501.77,534.13,472.86,722.32,513.92,481.09,440.65,472.82
2,493.01,427.78,466.34,419.7,541.29,619.02,634.74,734.75,500.25,534.16,472.72,723.61,514.87,481.48,442.8,472.99
3,493.07,427.84,468.46,419.53,542.29,618.57,634.23,734.68,497.98,534.17,472.44,724.14,514.87,481.46,444.56,472.98
4,495.03,428.49,469.62,419.44,543.42,619.96,633.45,735.16,497.86,533.96,472.45,724.1,514.59,481.33,444.56,472.99
5,496.83,429.78,469.68,419.47,544.57,620.11,633.51,735.97,496.97,533.73,472.17,724.16,513.61,480.09,444.49,472.78
6,497.4,430.34,470.17,419.51,545.22,620.02,633.46,736.01,496.84,532.0,471.78,724.35,512.74,477.48,444.74,472.02
7,498.39,431.24,471.43,419.38,545.65,619.97,633.5,736.58,496.96,531.26,471.6,724.64,511.65,475.16,444.85,471.37
8,501.7,432.12,471.73,419.38,546.81,619.78,633.53,736.99,497.22,531.2,471.61,724.63,511.58,474.66,445.05,471.05
9,502.93,432.52,472.08,419.38,546.93,618.04,633.54,737.12,497.28,530.96,471.61,724.89,511.51,473.39,445.76,470.44
10,502.48,432.54,473.28,419.22,546.96,618.06,633.51,737.19,497.67,530.67,471.68,725.12,512.04,472.79,446.7,469.83
11,503.27,432.64,473.36,419.27,547.28,618.11,633.41,737.48,498.38,530.56,471.93,725.22,512.48,472.81,447.46,469.74
12,503.01,432.62,474.11,419.29,547.62,618.16,633.2,738.08,500.34,530.58,472.46,725.22,513.37,472.92,448.63,469.77
13,503.11,432.53,474.59,419.2,547.58,618.1,632.79,738.12,500.31,530.55,472.64,725.27,514.13,472.42,449.54,469.54
14,504.17,432.51,475.14,419.19,547.61,617.78,632.43,738.27,500.28,530.56,472.67,725.32,515.65,471.91,450.76,468.94
15,504.06,432.45,476.63,418.89,547.6,617.7,632.3,738.62,500.88,529.96,472.7,725.31,516.84,471.52,451.61,468.35
16,505.12,432.43,477.3,418.56,547.56,617.71,632.47,738.63,501.54,529.97,472.72,725.29,516.69,471.59,451.37,468.25
17,505.53,432.42,478.17,418.55,547.77,617.73,632.86,738.62,501.5,530.04,472.67,725.4,516.58,471.45,451.18,467.9
18,505.02,431.92,481.09,418.45,547.75,617.82,633.03,738.54,502.11,530.23,472.66,725.41,516.55,471.37,451.24,467.28
19,505.08,431.57,481.63,418.04,547.74,617.83,633.02,738.46,502.04,531.05,472.59,725.55,517.74,471.11,451.88,466.61
20,505.34,431.55,482.8,417.55,547.73,617.78,632.85,738.41,502.38,531.18,472.67,725.56,518.17,470.78,451.89,466.06
21,508.13,431.71,483.36,417.54,548.37,617.45,632.67,738.4,502.28,531.62,472.64,725.72,518.78,470.82,452.02,466.06
22,511.47,431.83,483.76,417.33,560.88,616.52,632.81,738.39,502.07,531.86,472.73,725.57,518.86,470.83,452.39,465.97
23,514.3,431.83,483.85,417.33,558.99,616.31,633.07,738.32,502.08,532.11,473.19,725.28,518.79,470.73,452.59,465.38
24,513.41,431.82,483.81,417.35,561.98,615.74,633.14,738.13,501.77,532.29,473.29,725.04,518.78,470.58,452.77,464.94
25,513.52,431.82,484.46,417.41,563.02,615.01,633.13,738.17,501.62,532.71,473.3,724.89,519.02,470.59,452.85,464.62
26,513.76,431.77,484.88,417.41,563.04,615.06,632.88,738.2,500.89,533.32,473.3,724.84,519.6,470.66,453.04,464.66
27,514.55,431.6,485.44,417.41,562.78,615.43,632.86,738.24,498.51,533.9,473.29,724.82,519.67,470.69,453.11,464.62
28,514.48,430.35,487.16,417.26,562.85,615.73,632.46,738.19,498.57,533.89,473.49,724.75,520.34,470.7,453.61,464.39
29,514.16,429.57,489.51,417.25,560.92,615.75,632.37,738.19,500.34,534.39,473.63,724.81,521.25,470.63,454.26,464.2
30,514.08,427.9,491.57,417.13,560.81,616.49,632.22,738.19,503.64,535.4,473.8,724.82,521.49,470.5,454.85,462.21
31,514.32,426.8,492.36,417.18,561.25,617.45,632.07,738.1,506.52,537.1,474.35,724.32,521.74,470.49,455.72,460.6
32,513.57,426.1,493.33,416.76,561.67,617.94,632.0,738.07,508.76,536.93,474.36,724.21,522.05,470.55,455.61,459.84
33,513.46,424.98,494.75,416.21,562.52,617.95,632.31,738.19,510.9,536.89,474.34,724.11,522.0,470.59,455.25,459.23
34,515.34,425.28,494.95,416.14,562.46,617.72,632.71,739.19,510.81,536.84,474.32,724.1,521.87,470.86,454.2,458.41
35,515.54,425.25,495.43,416.15,563.84,617.1,632.77,739.18,511.24,536.5,474.26,724.18,521.31,470.93,453.9,458.16
36,518.75,425.36,495.4,416.25,565.08,616.01,632.82,739.17,510.75,536.41,474.21,724.18,520.96,471.04,453.54,457.59
37,518.22,425.46,496.58,416.18,566.05,616.14,632.98,738.44,511.14,536.35,473.93,724.28,520.95,471.07,453.38,456.94
38,519.2,425.57,496.78,416.28,566.29,616.27,633.03,738.42,510.53,536.3,473.73,724.37,519.8,471.43,451.95,456.38
39,520.81,425.58,496.91,416.34,567.16,616.28,632.95,738.42,510.38,536.25,473.64,724.46,519.5,471.79,451.73,456.28
40,523.21,425.79,497.24,416.46,567.85,616.66,632.98,738.42,510.3,536.62,473.64,724.56,519.31,472.68,451.13,456.28
41,522.97,425.69,497.73,416.46,569.39,616.67,633.01,738.41,510.89,536.81,473.73,724.95,519.12,473.77,451.08,456.0
42,524.55,425.74,498.59,416.47,570.0,616.87,632.87,738.4,512.11,536.97,473.76,725.19,518.69,474.32,451.03,455.1
43,524.6,424.91,500.39,416.43,571.07,616.85,633.14,738.46,512.58,536.95,473.77,725.2,518.64,474.69,450.9,454.21
44,524.33,424.57,501.84,416.45,571.28,617.58,633.04,738.91,513.84,536.94,473.77,725.21,518.67,474.9,450.9,453.48
45,525.28,424.5,502.97,416.45,571.77,617.67,632.98,739.09,514.86,536.93,473.77,725.19,519.24,475.2,451.05,452.92
46,525.43,424.14,504.5,416.4,571.94,618.24,633.0,739.17,515.42,536.93,473.8,725.19,519.93,475.81,451.5,452.64
47,527.41,424.63,506.44,416.36,572.55,618.22,633.64,739.31,516.39,536.92,473.94,725.17,521.13,476.17,452.47,452.08
48,527.95,424.59,507.52,416.34,573.58,617.94,634.55,739.23,516.56,536.91,473.99,725.13,522.46,476.56,453.25,451.46
49,530.84,424.61,509.06,416.21,573.86,617.92,634.56,739.23,516.54,536.9,473.95,725.39,523.3,477.16,454.02,451.09
50,532.69,424.62,509.64,416.28,574.1,617.36,635.04,739.75,516.44,536.82,473.84,726.31,523.24,477.95,454.3,450.76
51,534.31,424.63,511.81,416.23,574.11,616.94,635.49,739.79,516.8,536.77,473.72,726.58,523.18,479.07,454.38,450.21
52,535.27,424.62,512.69,416.19,574.01,616.93,635.22,739.9,516.76,536.59,473.39,726.63,523.11,479.98,454.56,449.61
53,537.04,424.64,514.03,415.92,573.96,616.99,634.88,739.82,517.27,536.51,473.21,726.62,523.04,480.98,455.2,449.09
54,536.54,424.49,515.28,415.76,573.91,617.08,634.47,739.74,518.07,536.48,472.72,726.81,523.25,481.88,456.46,448.79
55,535.92,424.15,517.23,415.3,573.94,617.3,634.35,739.76,518.96,536.28,472.28,726.81,523.37,482.65,457.79,448.52
56,536.92,424.16,517.89,415.18,574.2,617.3,633.99,739.77,520.04,536.09,472.19,726.8,524.71,482.66,458.71,448.37
57,539.94,424.08,519.29,415.03,574.73,617.15,633.9,739.82,521.69,535.88,472.18,726.8,526.5,482.53,459.92,448.17
58,542.72,424.9,519.37,415.03,575.31,617.22,633.89,739.82,523.52,536.08,472.28,726.8,527.21,482.55,460.76,448.13
59,544.38,425.02,520.41,415.04,575.42,617.96,634.03,739.83,524.14,536.07,472.3,726.85,527.17,482.76,461.49,447.91
60,548.31,425.97,520.6,415.42,575.3,618.48,634.84,739.88,523.71,536.08,472.31,726.87,527.1,483.02,462.09,447.92
61,547.88,426.16,522.52,415.52,575.25,618.84,634.86,739.9,523.59,536.11,472.34,726.87,528.25,483.0,463.02,447.94
62,548.84,426.12,524.3,415.53,575.22,619.27,634.55,739.9,524.65,536.48,472.35,726.96,528.75,483.15,464.56,447.93
63,550.36,426.41,526.09,415.69,575.19,619.23,634.47,739.92,524.84,536.97,472.36,726.94,529.54,483.17,466.18,447.9
64,549.9,426.21,528.0,415.73,575.18,619.0,634.46,740.68,524.66,537.16,472.51,726.71,530.53,483.31,467.55,447.9
65,549.95,426.2,530.51,415.73,575.18,618.99,634.45,740.23,524.87,537.28,472.52,726.59,533.72,483.55,469.89,447.89
66,550.23,426.85,530.83,416.01,574.68,618.69,634.44,739.96,524.7,537.1,472.53,725.97,535.1,483.81,471.95,447.86
67,552.64,427.52,531.82,416.07,574.61,618.69,634.46,739.73,524.01,536.77,472.28,725.98,535.39,484.44,473.4,447.76
