Frame,Left_Shoulder_X,Left_Shoulder_Y,Right_Shoulder_X,Right_Shoulder_Y,Right_Knee_X,Right_Knee_Y,Right_Foot_Index_X,Right_Foot_Index_Y,Hip_X,Hip_Y,Ankle_X,Ankle_Y,Wrist_X,Wrist_Y,Elbow_X,Elbow_Y
1,617.75,338.4,583.56,369.51,606.65,646.67,657.6,823.19,527.73,518.49,400.74,745.0,598.17,568.91,549.2,481.56
2,617.81,346.26,580.73,370.37,606.01,650.43,657.49,818.19,527.5,527.19,401.39,746.19,595.85,568.89,549.18,485.08
3,613.25,346.98,580.09,370.47,606.01,652.42,657.41,817.57,527.52,532.91,401.63,747.11,594.29,568.84,548.85,485.6
4,610.42,346.31,579.78,370.13,606.01,652.7,655.47,817.83,528.0,532.44,401.68,747.25,593.36,568.62,548.19,485.5
5,608.58,345.85,577.39,370.15,605.44,652.52,653.12,818.61,527.8,531.73,401.64,747.84,592.55,568.56,547.21,485.36
6,607.32,345.56,577.12,369.56,604.39,653.02,650.98,819.06,528.28,532.85,401.63,747.85,591.39,568.58,547.22,484.98
7,604.45,344.74,576.15,369.56,604.18,652.87,651.29,819.16,529.11,532.44,401.14,747.93,590.8,568.62,547.23,485.47
8,603.97,344.69,574.66,369.47,603.16,652.94,650.57,819.19,529.1,532.42,400.08,748.06,590.56,568.64,547.13,485.64
9,603.47,344.47,573.24,369.41,602.75,652.91,651.39,819.38,527.69,532.08,399.3,748.02,590.5,568.64,546.93,485.59
10,603.04,344.38,572.33,369.36,601.86,654.09,651.81,819.98,527.1,531.93,398.61,747.9,589.86,568.86,546.74,485.24
11,602.07,344.19,571.99,369.56,601.67,653.97,651.83,820.01,527.0,531.74,398.37,747.89,589.46,569.08,546.52,485.2
12,602.28,344.11,571.74,370.13,601.6,653.89,651.85,820.23,526.12,531.6,397.89,747.88,589.18,569.26,546.49,485.52
13,602.55,344.39,571.64,370.2,601.72,653.18,651.92,820.24,525.8,531.58,397.86,747.87,588.79,569.38,545.17,485.54
14,602.66,345.89,571.1,370.81,601.75,653.06,651.99,820.91,524.19,531.55,397.57,747.88,588.47,569.87,544.44,486.09
15,602.73,346.96,571.19,371.46,601.76,653.03,652.2,821.2,523.04,531.37,397.47,747.91,588.32,570.1,543.86,486.21
16,603.03,347.08,571.13,371.79,601.84,653.2,652.25,823.29,522.69,531.07,397.35,748.32,588.3,570.12,543.69,486.19
17,603.09,347.76,571.15,372.36,601.93,653.49,652.32,824.03,522.45,531.19,397.34,748.72,588.32,570.15,543.65,486.17
